Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
31,Masculino,Preta,Não,,AL,Nordeste,Doutorado ou Phd,Química / Física,Empreendedor ou Empregado (CNPJ),Outra Opção,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Outra atuação
50,Masculino,Branca,Não,,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Modelo 100% presencial,Outra atuação
29,Feminino,Branca,Não,1.0,RN,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
35,Feminino,Parda,Não,,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Engenharia de Dados
46,Feminino,Branca,Não,0.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
30,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
31,Masculino,Branca,Não,,,,Mestrado,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Indústria,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
27,Feminino,Branca,Não,1.0,BA,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
21,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
32,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Educação,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Público,Outras Engenharias (não inclui dev),Júnior,Modelo 100% presencial,Análise de Dados
43,Masculino,Branca,Não,,DF,Centro-oeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,,,Modelo 100% remoto,Outra atuação
34,Feminino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
34,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Outra atuação
27,Masculino,Preta,Não,0.0,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Analista de Dados/Data Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
35,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Outra Opção,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
50,Masculino,Branca,Não,,PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
48,Masculino,Branca,Não,,RO,Norte,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,,,Modelo 100% presencial,Gestor
35,Feminino,Parda,Não,1.0,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
31,Feminino,Branca,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
35,Masculino,Amarela,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Outra atuação
43,Masculino,Branca,Não,,SP,Sudeste,Doutorado ou Phd,Outra opção,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
25,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
35,Feminino,Branca,Não,0.0,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor de Energia,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
36,Masculino,Branca,Não,,SP,Sudeste,Não tenho graduação formal,,Empregado (CLT),Seguros ou Previdência,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Engenharia de Dados
26,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
43,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor de Energia,Outra Opção,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Outra atuação
38,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Química / Física,Empregado (CLT),Educação,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
29,Feminino,Branca,Não,,PE,Nordeste,Pós-graduação,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
31,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
22,Masculino,Preta,Não,0.0,SE,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Freelancer,Educação,Professor/Pesquisador,Pleno,Modelo 100% presencial,Outra atuação
38,Feminino,Preta,Não,,SC,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Automotivo,Analista de Dados/Data Analyst,Júnior,Modelo 100% presencial,Análise de Dados
38,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área da Saúde,Outra Opção,Sênior,Modelo 100% presencial,Outra atuação
21,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Estagiário,Marketing,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
27,Feminino,Branca,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
29,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
39,Prefiro não informar,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
49,Masculino,Parda,Sim,0.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
28,Masculino,Preta,Não,1.0,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
27,Masculino,Branca,Não,,MG,Sudeste,Mestrado,Outra opção,Empregado (CLT),Indústria,Professor/Pesquisador,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
27,Masculino,Preta,Não,1.0,SE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% presencial,Ciência de Dados
34,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
34,Masculino,Parda,Não,,SC,Sul,Pós-graduação,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
40,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
35,Feminino,Branca,Não,0.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Suporte/Analista Técnico,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
27,Masculino,Branca,Não,,ES,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
39,Masculino,Branca,Não,,BA,Nordeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
38,Masculino,Parda,Não,,MA,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Educação,Professor/Pesquisador,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
31,Feminino,Branca,Não,0.0,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Outra atuação
27,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
24,Masculino,Branca,Não,,MT,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
26,Feminino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
34,Masculino,Branca,Não,,GO,Centro-oeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
31,Masculino,Branca,Não,,RS,Sul,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
26,Feminino,Branca,Não,1.0,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Telecomunicação,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
30,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
32,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
26,Masculino,Branca,Não,,PA,Norte,Mestrado,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Telecomunicação,,,Modelo 100% remoto,Gestor
33,Masculino,Preta,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
21,Masculino,Branca,Não,,GO,Centro-oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,Buscando oportunidade na área de dados
25,Feminino,Preta,Não,0.0,SP,Sudeste,Pós-graduação,Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
37,Feminino,Preta,Não,1.0,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
30,Masculino,Parda,Não,,ES,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,,,Modelo 100% remoto,Gestor
33,Feminino,Branca,Não,1.0,,,Não tenho graduação formal,,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
30,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
21,Masculino,Branca,Não,,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
33,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,Modelo 100% remoto,Engenharia de Dados
28,Feminino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
25,Masculino,Parda,Não,,RN,Nordeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
