('P1_a ', 'Idade');('P1_a_1 ', 'Faixa idade');('P1_b ', 'Genero');('P1_c ', 'Cor/raca/etnia');('P1_f ', 'aspectos_prejudicados');;;;('P1_f_4', 'Oportunidades de progressão de carreira');('P1_f_5', 'Velocidade de progressão de carreira');('P1_i ', 'Estado onde mora');('P1_i_1 ', 'uf onde mora');('P1_i_2 ', 'Regiao onde mora');('P2_a ', 'Qual sua situação atual de trabalho?');('P2_b ', 'Setor');('P2_f ', 'Cargo Atual');('P2_l ', 'Qual o principal motivo da sua insatisfação com a empresa atual?');('P2_l_1 ', 'Falta de oportunidade de crescimento no emprego atual');('P2_r ', 'Atualmente qual a sua forma de trabalho?');('P4_a_1 ', 'Atuacao')
26;25-29;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Ciência de Dados
31;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Setor Alimentício;Analista de BI/BI Analyst;Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual;1;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Somente Estudante (pós-graduação);;;;;;Buscando oportunidade na área de dados
30;30-34;Feminino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;1;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
31;30-34;Masculino;Branca;;;;;;;Ceará (CE);CE;Nordeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
26;25-29;Masculino;Branca;;;;;;;Rio Grande do Norte (RN);RN;Nordeste;Empregado (CLT);Setor Imobiliário/ Construção Civil;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Ciência de Dados
34;30-34;Masculino;Parda;;;;;;;Alagoas (AL);AL;Nordeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
44;40-44;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Desempregado, buscando recolocação;;;;;;Outra atuação
38;35-39;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Entretenimento ou Esportes;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Análise de Dados
40;40-44;Masculino;Preta;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
23;22-24;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Análise de Dados
28;25-29;Feminino;Parda;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;Minas Gerais (MG);MG;Sudeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Outra Opção;Analytics Engineer;;;Modelo 100% remoto;Engenharia de Dados
40;40-44;Masculino;Parda;;;;;;;Ceará (CE);CE;Nordeste;Empregado (CLT);Setor Alimentício;;Salário atual não corresponde ao mercado;0;Modelo 100% presencial;Gestor
43;40-44;Masculino;Parda;;;;;;;Maranhão (MA);MA;Nordeste;Empregado (CLT);Varejo;;Falta de maturidade analítica na empresa;0;Modelo híbrido com dias fixos de trabalho presencial;Gestor
23;22-24;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;São Paulo (SP);SP;Sudeste;Trabalho na área Acadêmica/Pesquisador;;;;;;Buscando oportunidade na área de dados
38;35-39;Masculino;Parda;Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
36;35-39;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
24;22-24;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% presencial;Análise de Dados
41;40-44;Masculino;Branca;;;;;;;;;;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Setor Público;Analista de Dados/Data Analyst;Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% presencial;Análise de Dados
30;30-34;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
23;22-24;Masculino;Branca;;;;;;;Bahia (BA);BA;Nordeste;Estagiário;Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Análise de Dados
23;22-24;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Varejo;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analytics Engineer;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
29;25-29;Masculino;Branca;;;;;;;Distrito Federal (DF);DF;Centro-oeste;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
31;30-34;Masculino;Preta;;;;;;;Alagoas (AL);AL;Nordeste;Empreendedor ou Empregado (CNPJ);Outra Opção;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Outra atuação
50;50-54;Masculino;Branca;;;;;;;Bahia (BA);BA;Nordeste;Empregado (CLT);Indústria;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;;;Modelo 100% presencial;Outra atuação
29;25-29;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;Rio Grande do Norte (RN);RN;Nordeste;Empregado (CLT);Setor Alimentício;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
35;35-39;Feminino;Parda;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Engenharia de Dados
46;45-49;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;0;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
30;30-34;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Finanças ou Bancos;Analista de BI/BI Analyst;;;Modelo 100% presencial;Análise de Dados
31;30-34;Masculino;Branca;;;;;;;;;;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Indústria;;Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
27;25-29;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho;;;;1;1;Bahia (BA);BA;Nordeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
21;17-21;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
32;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
30;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
27;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Educação;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Setor Público;Outras Engenharias (não inclui dev);Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom;1;Modelo 100% presencial;Análise de Dados
43;40-44;Masculino;Branca;;;;;;;Distrito Federal (DF);DF;Centro-oeste;Empregado (CLT);Finanças ou Bancos;;;;Modelo 100% remoto;Outra atuação
34;30-34;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;;;;Modelo 100% remoto;Gestor
34;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);;;Modelo 100% remoto;Outra atuação
27;25-29;Masculino;Preta;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Educação;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
35;35-39;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empreendedor ou Empregado (CNPJ);Outra Opção;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;0;Modelo 100% remoto;Análise de Dados
23;22-24;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado;0;Modelo 100% remoto;Engenharia de Dados
50;50-54;Masculino;Branca;;;;;;;Pernambuco (PE);PE;Nordeste;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
48;45-49;Masculino;Branca;;;;;;;Rondônia (RO);RO;Norte;Empregado (CLT);Outra Opção;;Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação;1;Modelo 100% presencial;Gestor
35;35-39;Feminino;Parda;Oportunidades de progressão de carreira;;;;1;0;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Outra Opção;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
31;30-34;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
35;35-39;Masculino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Outra atuação
43;40-44;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;;;;Modelo 100% remoto;Gestor
25;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
35;35-39;Feminino;Branca;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;Rio de Janeiro (RJ);RJ;Sudeste;Servidor Público;Setor de Energia;Cientista de Dados/Data Scientist;;;Modelo híbrido com dias fixos de trabalho presencial;Ciência de Dados
36;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Seguros ou Previdência;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido com dias fixos de trabalho presencial;Engenharia de Dados
26;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Outra Opção;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
43;40-44;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Setor de Energia;Outra Opção;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Outra atuação
38;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Educação;Analista de BI/BI Analyst;Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa;1;Modelo 100% remoto;Análise de Dados
29;25-29;Feminino;Branca;;;;;;;Pernambuco (PE);PE;Nordeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Varejo;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
31;30-34;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
22;22-24;Masculino;Preta;Aprovação em processos seletivos/entrevistas;;;;0;0;Sergipe (SE);SE;Nordeste;Freelancer;Educação;Professor/Pesquisador;Salário atual não corresponde ao mercado;0;Modelo 100% presencial;Outra atuação
38;35-39;Feminino;Preta;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Setor Automotivo;Analista de Dados/Data Analyst;Salário atual não corresponde ao mercado;0;Modelo 100% presencial;Análise de Dados
38;35-39;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Área da Saúde;Outra Opção;;;Modelo 100% presencial;Outra atuação
21;17-21;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Estagiário;Marketing;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
27;25-29;Feminino;Branca;Velocidade de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
29;25-29;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
39;35-39;Prefiro não informar;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
49;45-49;Masculino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira;;;;0;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
28;25-29;Masculino;Preta;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Outra Opção;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios;1;Modelo 100% remoto;Engenharia de Dados
26;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Varejo;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
27;25-29;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Indústria;Professor/Pesquisador;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
27;25-29;Masculino;Preta;Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira;;;;1;1;Sergipe (SE);SE;Nordeste;Empregado (CLT);Área de Consultoria;Cientista de Dados/Data Scientist;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado;1;Modelo 100% presencial;Ciência de Dados
